State,year,Annual Average Pay,County,dispensaries_cnt,Unemployment Rate,Latitude,Longitude,deaths,Population,multiple_cod,opioid_related
UT,2015,41372,Davis County,,3.4,41.037559,-112.201943,24,336043,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
UT,2015,50117,Salt Lake County,,3.4,40.667883,-111.92424,101,1107314,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
UT,2015,41618,Utah County,,3.3,40.120425,-111.668508,32,575205,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
UT,2015,32513,Washington County,,4.1,37.262531,-113.4878,20,155602,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
UT,2015,38896,Weber County,,4.1,41.270328,-111.876794,37,243645,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
VA,2015,80942,Fairfax County,,3.6,38.82952,-77.273252,26,1142234,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
VA,2015,61268,Loudoun County,,3.6,39.0812,-77.638898,12,375629,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
VA,2015,44966,Prince William County,,4.1,38.701119,-77.479579,10,451721,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
VA,2015,,Norfolk city,,5.6,36.923015,-76.244641,13,246393,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
VA,2015,,Virginia Beach city,,4.3,36.779985,-76.025209,18,452745,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,51733,Benton County,3,6.7,46.228125,-119.516659,11,190309,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,47739,Clark County,1,6.5,45.771674,-122.485903,11,459495,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,72450,King County,3,4.3,47.490599,-121.833996,130,2117125,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,47162,Kitsap County,,5.6,47.639687,-122.649636,12,260131,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,46852,Pierce County,2,6.5,47.051415,-122.153242,29,843954,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,43178,Skagit County,1,6.8,48.493292,-121.81577,12,121846,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,56128,Snohomish County,,4.6,48.054913,-121.766412,71,772501,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,44066,Spokane County,,6.6,47.620375,-117.403371,38,490945,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,46760,Thurston County,,6,46.935822,-122.830152,11,269536,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,35657,Yakima County,,8.1,46.456558,-120.740145,10,248830,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,39389,Berkeley County,,4.9,39.448054,-78.037776,19,111901,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,45898,Boone County,,9.7,38.022814,-81.713539,11,23372,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,40283,Cabell County,,5.5,38.419578,-82.243397,37,96844,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,44755,Kanawha County,,6,38.328068,-81.523516,60,188332,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,40665,Logan County,,11.2,37.830591,-81.940853,14,34707,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,39941,McDowell County,,12.8,37.382663,-81.658205,18,19835,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,34561,Mercer County,,7.3,37.403448,-81.106456,21,61164,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,46553,Putnam County,,5.6,38.510513,-81.906109,11,56848,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,38702,Raleigh County,,7.4,37.76247,-81.264671,41,77510,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,43238,Wayne County,,7.1,38.145541,-82.419681,10,40971,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,38558,Wood County,,6.3,39.211575,-81.516253,13,86452,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WV,2015,46162,Wyoming County,,9.7,37.603717,-81.548884,20,22151,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,46766,Brown County,,4.1,44.473961,-87.995926,10,258718,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,52037,Dane County,,3.2,43.067468,-89.417852,40,523643,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,42137,Dodge County,,4.4,43.422706,-88.704379,10,88502,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,41632,Kenosha County,,5.1,42.579702,-87.424884,19,168437,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,50718,Milwaukee County,,5.8,43.017669,-87.481489,123,957735,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,45795,Racine County,,5.6,42.754075,-87.414676,19,195080,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
DC,2011,,District of Columbia,1,10.2,38.904103,-77.017229,23,617996,Heroin,TRUE
WI,2015,41927,Rock County,,5.2,42.66988,-89.075284,17,161448,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,52212,Waukesha County,,3.8,43.019308,-88.306707,11,396488,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
AZ,2015,50437,Maricopa County,32,5.1,33.346541,-112.495534,12,4167947,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
AZ,2015,43620,Pima County,3,5.4,32.128523,-111.783027,17,1010025,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
CA,2015,58742,Los Angeles County,38,6.6,34.196398,-118.261862,12,10170292,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
CA,2015,58069,San Diego County,11,5.2,33.023604,-116.776117,25,3299521,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
FL,2015,50548,Miami-Dade County,1,5.9,25.61058,-80.499137,15,2693117,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
CA,2015,53930,Ventura County,3,5.6,34.358741,-119.133143,10,850536,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,51372,Palm Beach County,3,5.1,26.649124,-80.448374,11,1422789,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
FL,2015,46064,Pinellas County,4,4.9,27.903122,-82.739518,11,949827,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
IL,2015,61915,Cook County,6,6.2,41.894294,-87.645455,14,5238216,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
MA,2015,79228,Middlesex County,5,3.9,42.481711,-71.394917,11,1585139,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
MN,2015,66104,Hennepin County,,3.3,45.006121,-93.475228,12,1223149,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
NV,2015,45013,Clark County,15,6.9,36.214257,-115.013812,10,2114801,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
TX,2015,63735,Dallas County,,4.3,32.766987,-96.778424,11,2553385,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
TX,2015,69027,Harris County,,4.6,29.857273,-95.393037,14,4538028,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
WA,2015,46852,Pierce County,2,6.5,47.051415,-122.153242,13,843954,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE
CO,2015,46595,El Paso County,2,4.6,38.827383,-104.527472,10,674471,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE
AZ,2015,50437,Maricopa County,32,5.1,33.346541,-112.495534,57,4167947,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
AZ,2015,43620,Pima County,3,5.4,32.128523,-111.783027,13,1010025,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,68791,Alameda County,11,4.7,37.647139,-121.912488,15,1638215,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,44142,Kern County,3,10.2,35.346629,-118.729506,10,882176,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,58742,Los Angeles County,38,6.6,34.196398,-118.261862,53,10170292,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,59708,Orange County,20,4.4,33.675687,-117.777207,43,3169776,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,43051,Riverside County,14,6.7,33.729828,-116.002239,26,2361026,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,57067,Sacramento County,5,6,38.450011,-121.340441,20,1501335,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,43396,San Bernardino County,9,6.4,34.85722,-116.181197,12,2128133,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CA,2015,58069,San Diego County,11,5.2,33.023604,-116.776117,41,3299521,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CO,2015,61063,Arapahoe County,1,3.7,39.644554,-104.331706,13,631096,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CO,2015,52976,Jefferson County,2,3.5,39.579511,-105.245462,11,565524,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CO,2015,46613,Weld County,,3.9,40.555961,-104.383666,12,285174,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CT,2015,65251,Hartford County,2,5.9,41.806053,-72.732916,13,895841,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
CT,2015,54530,New Haven County,,6.2,41.349717,-72.900204,11,859470,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,46199,Brevard County,1,5.9,28.298304,-80.700331,17,568088,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,48766,Broward County,3,5.1,26.193535,-80.476683,20,1896425,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,49678,Duval County,1,5.8,30.335245,-81.648113,13,913010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,49951,Hillsborough County,1,5,27.906607,-82.349719,10,1349050,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,40933,Lee County,2,5.1,26.559035,-81.891994,10,701982,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,50548,Miami-Dade County,1,5.9,25.61058,-80.499137,15,2693117,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,51372,Palm Beach County,3,5.1,26.649124,-80.448374,33,1422789,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,36463,Pasco County,,5.8,28.307465,-82.464584,12,497909,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,46064,Pinellas County,4,4.9,27.903122,-82.739518,15,949827,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
FL,2015,37196,Volusia County,,5.8,29.057769,-81.161792,10,517887,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
GA,2015,51298,Gwinnett County,,5.2,33.959148,-84.023085,11,895823,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
ID,2015,45312,Ada County,,3.7,43.451477,-116.244376,10,434211,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
IL,2015,61915,Cook County,6,6.2,41.894294,-87.645455,34,5238216,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
IL,2015,60902,DuPage County,1,4.7,41.852058,-88.086038,18,933736,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
IN,2015,52647,Marion County,,5.1,39.782976,-86.135794,11,939020,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MA,2015,79228,Middlesex County,5,3.9,42.481711,-71.394917,10,1585139,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MI,2015,52049,Macomb County,4,5.8,42.671467,-82.910869,18,864840,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MI,2015,58447,Oakland County,2,4.8,42.660452,-83.38421,19,1242304,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MI,2015,58133,Wayne County,2,6.9,42.284664,-83.261953,20,1759335,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MN,2015,66104,Hennepin County,,3.3,45.006121,-93.475228,15,1223149,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MO,2015,52781,Jackson County,,5.9,39.005441,-94.343326,10,687623,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NV,2015,45013,Clark County,15,6.9,36.214257,-115.013812,42,2114801,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MA,2011,43019,Bristol County,3,9.3,41.746863,-71.090509,13,548922,Heroin,TRUE
NV,2015,46078,Washoe County,2,6.3,40.734015,-119.662272,10,446903,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NJ,2015,51218,Camden County,,6.5,39.802352,-74.961251,11,510923,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NM,2015,44449,Bernalillo County,,5.9,35.054002,-106.669064,17,676685,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NY,2015,46169,Erie County,1,5.3,42.752759,-78.778192,11,922578,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NY,2015,44049,Kings County,2,5.9,40.635045,-73.95064,10,2636735,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NY,2015,58548,Nassau County,1,4.2,40.729612,-73.589414,17,1361350,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NY,2015,113682,New York County,5,4.9,40.776642,-73.970187,12,1644518,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NY,2015,49325,Queens County,1,5,40.658566,-73.838017,11,2339150,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
NY,2015,56185,Suffolk County,,4.7,40.943554,-72.692218,14,1501587,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
OH,2015,53547,Cuyahoga County,,5.2,41.760392,-81.724217,11,1255921,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
OH,2015,44899,Montgomery County,1,5,39.753736,-84.290591,11,532258,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
OH,2015,39514,Stark County,,5.3,40.814131,-81.365667,11,375165,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
PA,2015,49385,Bucks County,,4.7,40.336887,-75.10706,11,627367,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
PA,2015,68175,Chester County,,3.8,39.973965,-75.749732,10,515939,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
PA,2015,51568,Lehigh County,1,5.3,40.614241,-75.590627,11,360685,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
PA,2015,65500,Montgomery County,2,4.2,40.209999,-75.370201,11,819264,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
PA,2015,45480,Northampton County,1,5.3,40.752791,-75.307447,11,300813,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
PA,2015,62561,Philadelphia County,1,,40.009376,-75.133346,14,1567442,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
RI,2015,53261,Providence County,1,6.4,41.869765,-71.578626,10,633473,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
TN,2015,52566,Shelby County,,6.4,35.183794,-89.895397,11,938069,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
MA,2011,50890,Essex County,3,7.6,42.642711,-70.865107,16,748930,Heroin,TRUE
TX,2015,63735,Dallas County,,4.3,32.766987,-96.778424,11,2553385,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
TX,2015,69027,Harris County,,4.6,29.857273,-95.393037,25,4538028,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
TX,2015,52686,Tarrant County,,4.2,32.772119,-97.291224,14,1982498,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
TX,2015,59789,Travis County,,3.3,30.239513,-97.69127,12,1176558,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
UT,2015,50117,Salt Lake County,,3.4,40.667883,-111.92424,40,1107314,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
UT,2015,41618,Utah County,,3.3,40.120425,-111.668508,11,575205,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
VA,2015,80942,Fairfax County,,3.6,38.82952,-77.273252,12,1142234,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,72450,King County,3,4.3,47.490599,-121.833996,25,2117125,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,56128,Snohomish County,,4.6,48.054913,-121.766412,10,772501,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WA,2015,44066,Spokane County,,6.6,47.620375,-117.403371,13,490945,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,52037,Dane County,,3.2,43.067468,-89.417852,12,523643,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
WI,2015,50718,Milwaukee County,,5.8,43.017669,-87.481489,11,957735,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE
IN,2015,46812,Howard County,,5,40.483537,-86.114118,13,82556,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,55711,Anne Arundel County,2,4.4,38.993579,-76.56048,67,564195,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,52344,Baltimore County,1,5.3,39.443167,-76.616569,137,831128,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
WV,2011,37699,Cabell County,,7.1,38.419578,-82.243397,16,96653,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
MD,2015,47420,Calvert County,,4.6,38.522611,-76.529493,14,90595,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,41309,Carroll County,,4.2,39.563301,-77.015368,22,167627,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,45001,Cecil County,,6,39.562354,-75.941585,11,102382,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,49206,Frederick County,,4.5,39.470429,-77.397624,18,245322,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MI,2011,48816,Macomb County,4,11.1,42.671467,-82.910869,71,842145,Heroin,TRUE
MD,2015,50125,Harford County,,4.9,39.537429,-76.299789,36,250290,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,63992,Howard County,2,3.8,39.252264,-76.924406,19,313414,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,70229,Montgomery County,7,3.9,39.137381,-77.203063,40,1040116,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,54646,Prince George's County,,5.3,38.82588,-76.847272,19,909535,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,40236,Washington County,,5.6,39.603621,-77.814671,37,149585,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
MD,2015,,Baltimore city,2,7.5,39.300032,-76.610476,213,621849,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
NY,2015,54226,Albany County,,4.3,42.58824,-73.97401,23,309381,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
NY,2015,49229,Rensselaer County,,4.6,42.710421,-73.513845,10,160266,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
NY,2015,47288,Saratoga County,,4.1,43.106135,-73.855387,13,226249,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
NY,2015,54288,Schenectady County,,4.7,42.817539,-74.043548,11,154604,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
NY,2015,40671,Ulster County,,4.8,41.947212,-74.265458,17,180143,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",FALSE
AZ,2015,50437,Maricopa County,32,5.1,33.346541,-112.495534,39,4167947,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
AZ,2015,36533,Yavapai County,2,5.6,34.631212,-112.577385,13,222255,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
CA,2015,57067,Sacramento County,5,6,38.450011,-121.340441,14,1501335,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
IN,2015,46812,Howard County,,5,40.483537,-86.114118,13,82556,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
KY,2011,45177,Kenton County,,8.8,38.930503,-84.533438,12,160406,Heroin,TRUE
KY,2015,32388,Bell County,,8.5,36.72268,-83.681046,16,27337,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
KY,2015,51388,Jefferson County,,4.8,38.189532,-85.657624,17,763623,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
LA,2015,45946,Calcasieu Parish,,5.4,30.229559,-93.358015,16,198788,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
IL,2011,61370,Lake County,,8.8,42.326435,-87.436033,30,706222,Heroin,TRUE
MD,2015,55711,Anne Arundel County,2,4.4,38.993579,-76.56048,17,564195,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MD,2015,52344,Baltimore County,1,5.3,39.443167,-76.616569,25,831128,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MD,2015,70229,Montgomery County,7,3.9,39.137381,-77.203063,12,1040116,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MD,2015,,Baltimore city,2,7.5,39.300032,-76.610476,23,621849,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MI,2015,41603,Bay County,,5.7,43.699711,-83.978701,17,105659,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MI,2015,52049,Macomb County,4,5.8,42.671467,-82.910869,28,864840,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MI,2015,58447,Oakland County,2,4.8,42.660452,-83.38421,50,1242304,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MI,2015,41563,Saginaw County,,5.7,43.328267,-84.05541,30,193307,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MT,2015,44762,Yellowstone County,1,3.3,45.936987,-108.276656,13,157048,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
PA,2015,56232,Delaware County,1,4.9,39.91667,-75.398786,15,563894,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
TN,2015,52566,Shelby County,,6.4,35.183794,-89.895397,10,938069,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
UT,2015,50117,Salt Lake County,,3.4,40.667883,-111.92424,37,1107314,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
UT,2015,41618,Utah County,,3.3,40.120425,-111.668508,15,575205,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",FALSE
MA,2011,71004,Middlesex County,5,5.9,42.481711,-71.394917,11,1518171,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
MA,2011,78495,Suffolk County,1,6.7,42.33196,-71.020173,14,730932,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
MI,2011,52805,Wayne County,2,12.9,42.284664,-83.261953,17,1802096,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
